transaction_id,datetime,customer_id,store_id,item_id,category,quantity,price_base,sum_total,is_refund
TXN-0002159,6/29/2023 17:03,CUST-215680,2,de3006f9b608,Grocery,1.099,179.9,197.71,FALSE
TXN-0004936,6/29/2023 17:43,CUST-243198,4,c205adadd4b1,Electronics,2.197,27.92,61.34,FALSE
TXN-0000280,6/29/2023 18:04,CUST-569505,1,dfa7fba71f1c,Electronics,3.296,239,787.74,FALSE
TXN-0000434,6/29/2023 18:53,CUST-299339,10,3b292ebdbc51,Sports,0.145,639.02,92.66,FALSE
TXN-0004027,6/30/2023 11:44,CUST-724369,6,5dde513bdace,Beauty,3.298,849.9,2802.97,FALSE
TXN-0000982,6/30/2023 12:08,CUST-343050,8,db761b68c9d8,Home,1.099,69.9,76.82,FALSE
TXN-0000096,6/30/2023 12:25,CUST-763418,8,d2f975315972,Beauty,1.099,89.9,98.8,FALSE
TXN-0001917,6/30/2023 13:17,CUST-361309,10,b6120a5f4e28,Electronics,1.099,2190,2406.81,FALSE
TXN-0002727,6/30/2023 14:00,CUST-494290,6,a26ae9808219,Clothing,0.807,2190.44,1767.69,FALSE
TXN-0002578,6/30/2023 14:55,CUST-218788,6,9cbd3e75c39c,Clothing,20.884,126.38,2639.32,FALSE
TXN-0000423,6/30/2023 15:08,CUST-555615,9,8a8b2c76c282,Grocery,1.099,174,191.23,FALSE
TXN-0001239,6/30/2023 15:18,CUST-366876,9,09f44d327571,Clothing,5.496,64.9,356.69,FALSE
TXN-0000615,6/30/2023 17:21,CUST-397187,3,a1666fae25ee,Beauty,1.099,121.67,133.72,FALSE
TXN-0000533,6/30/2023 19:11,CUST-434813,6,6cd2fd6b37d2,Home,3.298,52.56,173.34,FALSE
TXN-0004673,6/30/2023 19:43,CUST-365249,1,e269631dcb39,Clothing,14.289,15.96,228.05,FALSE
TXN-0002561,6/30/2023 20:18,CUST-136064,10,ce8420642cc1,Electronics,1.099,209,229.69,FALSE
TXN-0004758,6/30/2023 21:07,CUST-633505,6,6402808de4c8,Clothing,3.298,229.9,758.21,FALSE
TXN-0003179,7/1/2023 9:00,CUST-386525,1,941758c12832,Home,1.1,1500,1650,FALSE
TXN-0004411,7/1/2023 9:09,CUST-663377,3,d316282f7c78,Sports,2.199,53.9,118.53,FALSE
TXN-0004230,7/1/2023 9:43,CUST-260683,1,f1c124cf6cca,Clothing,30.792,49.8,1533.44,FALSE
TXN-0003421,7/1/2023 9:56,CUST-863091,7,1e6abf2ee5cb,Clothing,3.299,119.9,395.55,FALSE
TXN-0003548,7/1/2023 10:39,CUST-701531,3,7b58b169c442,Beauty,1.1,159.9,175.89,FALSE
TXN-0002621,7/1/2023 11:15,CUST-427667,5,9c52793539b6,Sports,1.1,25.9,28.49,FALSE
TXN-0004239,7/1/2023 11:24,CUST-298737,3,8477d49f0c7b,Electronics,1.1,41.9,46.09,FALSE
TXN-0002901,7/1/2023 11:28,CUST-487905,9,63161948a95a,Electronics,534.467,450,240510.15,FALSE
TXN-0000754,7/1/2023 11:43,CUST-953355,10,8be82ca45b35,Electronics,13.197,75.37,994.66,FALSE
TXN-0000548,7/1/2023 12:25,CUST-819497,7,b84f07d816af,Beauty,2.199,89,195.71,FALSE
TXN-0003503,7/1/2023 13:07,CUST-763258,6,c11271bff177,Home,1.1,109.9,120.89,FALSE
TXN-0002620,7/1/2023 13:41,CUST-823732,3,3c492524d350,Sports,0.312,999.89,311.97,FALSE
TXN-0000056,7/1/2023 14:55,CUST-390705,2,fabfe4d14204,Electronics,3.299,148.7,490.56,FALSE
TXN-0000736,7/1/2023 15:27,CUST-436432,1,3ef825757935,Electronics,1.1,319,350.9,FALSE
TXN-0001558,7/1/2023 15:46,CUST-114223,1,034037aebd6e,Home,7.698,99.9,769.03,FALSE
TXN-0000966,7/1/2023 15:56,CUST-212523,6,6dabe25f8d9f,Grocery,4.399,39.9,175.52,FALSE
TXN-0000102,7/1/2023 16:11,CUST-249748,3,05f468be3e2f,Home,12.097,85.53,1034.66,FALSE
TXN-0002453,7/1/2023 16:42,CUST-491369,1,147245b3fe87,Clothing,7.698,179.9,1384.87,FALSE
TXN-0002742,7/1/2023 16:45,CUST-191664,8,41c744d821a1,Grocery,8.798,279.86,2462.21,FALSE
TXN-0003256,7/1/2023 18:23,CUST-138707,10,44dbeba70827,Sports,12.627,128.27,1619.67,FALSE
TXN-0002583,7/1/2023 18:24,CUST-247426,1,8ab850c0c739,Sports,26.393,62.86,1659.06,FALSE
TXN-0003203,7/1/2023 20:35,CUST-355185,7,b773b08453ee,Electronics,1.1,159.9,175.89,FALSE
TXN-0003569,7/1/2023 23:51,CUST-314963,6,9e780c68b6c1,Sports,1.1,64.9,71.39,FALSE
TXN-0002543,7/2/2023 9:45,CUST-347621,8,3a6203811a16,Electronics,1.1,79.9,87.89,FALSE
TXN-0001256,7/2/2023 9:50,CUST-423743,7,3d6533be3675,Electronics,1.1,48.9,53.79,FALSE
TXN-0003108,7/2/2023 9:52,CUST-625966,4,941758c12832,Clothing,1.1,1500,1650,FALSE
TXN-0000247,7/2/2023 11:09,CUST-560046,5,81f7353cb18f,Sports,1.1,90,99,FALSE
TXN-0003315,7/2/2023 11:20,CUST-289223,8,d316282f7c78,Home,2.201,53.9,118.63,FALSE
TXN-0000079,7/2/2023 13:00,CUST-231369,6,50b245105c0a,Electronics,0.522,859.89,448.86,FALSE
TXN-0001088,7/2/2023 13:30,CUST-749811,6,e9c03d5aeed9,Electronics,29.707,98.53,2927.03,FALSE
TXN-0000304,7/2/2023 14:47,CUST-216484,9,9a0be9c37945,Beauty,1.1,49.9,54.89,FALSE
TXN-0001397,7/2/2023 16:57,CUST-676068,9,81f7353cb18f,Electronics,1.1,90,99,FALSE
TXN-0000762,7/2/2023 17:02,CUST-369590,10,14bd7336f525,Sports,3.301,45.74,150.99,FALSE
TXN-0002360,7/2/2023 17:24,CUST-214022,3,3ace8ce00a5b,Grocery,1.1,249.9,274.89,FALSE
TXN-0001592,7/2/2023 17:26,CUST-824281,10,8a8b2c76c282,Grocery,1.1,174,191.4,FALSE
TXN-0004365,7/2/2023 19:50,CUST-901801,7,865a5f2dbf2e,Clothing,154.038,59.08,9100.57,FALSE
TXN-0004944,7/3/2023 7:57,CUST-184749,4,eb420ee17a98,Beauty,0.645,699.9,451.44,FALSE
TXN-0003906,7/3/2023 8:09,CUST-194595,7,a45ed8ade2ca,Home,0.178,769.88,137.04,FALSE
TXN-0002970,7/3/2023 9:01,CUST-485230,7,3884f735e9dc,Beauty,44.033,34.72,1528.83,FALSE
TXN-0002169,7/3/2023 9:59,CUST-444885,10,ec50f809fb60,Electronics,3.302,229.9,759.13,FALSE
TXN-0001292,7/3/2023 10:29,CUST-538289,7,cde2a453130b,Beauty,1.101,279.9,308.17,FALSE
TXN-0000634,7/3/2023 10:51,CUST-932163,6,365dfbdb495b,Grocery,2.202,549.9,1210.88,FALSE
TXN-0003725,7/3/2023 11:04,CUST-585525,8,f08bd8605c9e,Clothing,1.101,720,792.72,FALSE
TXN-0003594,7/3/2023 11:10,CUST-853904,8,87ed7af9900b,Electronics,13.21,54.9,725.23,FALSE
TXN-0004987,7/3/2023 12:23,CUST-119069,3,9c588d73884f,Beauty,1.101,93,102.39,FALSE
TXN-0002531,7/3/2023 12:25,CUST-693531,3,ec81750d565a,Home,2.202,41.9,92.26,FALSE
TXN-0004654,7/3/2023 12:32,CUST-395498,4,d9e36d592f5a,Clothing,1.081,149.9,162.04,FALSE
TXN-0003346,7/3/2023 13:26,CUST-290581,1,9c61b74d6be1,Electronics,7.706,59.9,461.59,FALSE
TXN-0002541,7/3/2023 14:02,CUST-946646,10,d8855f312172,Grocery,1.101,119.9,132.01,FALSE
TXN-0004188,7/3/2023 16:02,CUST-164905,1,1b17deb5ce00,Home,1.101,390,429.39,FALSE
TXN-0000070,7/3/2023 16:34,CUST-888299,1,56357b552579,Electronics,1.101,99.9,109.99,FALSE
TXN-0003343,7/3/2023 16:57,CUST-368408,1,8f857778db57,Sports,13.21,49.9,659.18,FALSE
TXN-0003820,7/3/2023 19:08,CUST-676282,4,803cf575a695,Beauty,1.101,119.9,132.01,FALSE
TXN-0001028,7/4/2023 7:46,CUST-561636,2,1e6abf2ee5cb,Sports,3.304,119.9,396.15,FALSE
TXN-0003740,7/4/2023 9:46,CUST-310750,7,573f2aa3f8e5,Electronics,1.101,299.9,330.19,FALSE
TXN-0002707,7/4/2023 9:51,CUST-273206,7,b7f0de71732e,Beauty,2.203,139.9,308.2,FALSE
TXN-0004815,7/4/2023 10:04,CUST-285739,3,ee10b86ba378,Electronics,3.304,59.9,197.91,FALSE
TXN-0002544,7/4/2023 10:24,CUST-226122,8,37baa055ea02,Beauty,1.101,529.9,583.42,FALSE
TXN-0001199,7/4/2023 11:00,CUST-395410,2,95f93ce046ec,Home,1.101,116,127.72,FALSE
TXN-0000064,7/4/2023 12:09,CUST-153924,2,fa04acd64005,Home,2.203,89.9,198.05,FALSE
TXN-0001376,7/4/2023 13:02,CUST-493487,2,50b65f9e6fb9,Electronics,2.203,98.51,217.02,FALSE
TXN-0000300,7/4/2023 14:11,CUST-116401,5,0b3aaacdab26,Home,5.507,53.5,294.62,FALSE
TXN-0003523,7/4/2023 14:19,CUST-165127,4,7072133d38be,Clothing,1.101,549,604.45,FALSE
TXN-0002856,7/4/2023 15:53,CUST-380030,5,cc4be9c71ec6,Beauty,2.203,499.9,1101.28,FALSE
TXN-0002448,7/4/2023 18:16,CUST-945000,10,a84cb40a8327,Clothing,19.825,96.43,1911.72,FALSE
TXN-0003770,7/4/2023 18:49,CUST-438635,6,1b78a586a7ff,Sports,1.101,59.5,65.51,FALSE
TXN-0003134,7/4/2023 19:20,CUST-611415,8,432c160c926d,Clothing,305.546,119.16,36408.86,FALSE
TXN-0004151,7/4/2023 23:00,CUST-422429,6,7390a33d7f34,Grocery,2.203,119.9,264.14,FALSE
TXN-0004203,7/5/2023 7:00,CUST-917265,6,796728c0d88a,Beauty,1.102,352,387.9,FALSE
TXN-0001146,7/5/2023 7:28,CUST-844248,9,1b78a586a7ff,Clothing,1.102,59.5,65.57,FALSE
TXN-0001734,7/5/2023 8:42,CUST-816765,2,9aa016b1f158,Grocery,1.102,189.51,208.84,FALSE
TXN-0000296,7/5/2023 9:46,CUST-812505,9,f60f366f347f,Grocery,1.102,169.9,187.23,FALSE
TXN-0001193,7/5/2023 10:36,CUST-519857,2,6138709790a5,Beauty,5.51,349.9,1927.95,FALSE
TXN-0004522,7/5/2023 10:52,CUST-906526,4,5be576040e31,Grocery,1.102,68.91,75.94,FALSE
TXN-0003665,7/5/2023 10:52,CUST-967752,8,03dfd037bfd5,Sports,3.306,149.9,495.57,FALSE
TXN-0004234,7/5/2023 13:06,CUST-384264,1,e9d59ba0f9cb,Electronics,16.529,59.75,987.61,FALSE
TXN-0004344,7/5/2023 13:16,CUST-234747,6,dbedc65be2f4,Clothing,8.815,399,3517.18,FALSE
TXN-0000219,7/5/2023 13:50,CUST-867295,3,81086b0ec00e,Grocery,3.306,59.5,196.71,FALSE
TXN-0004597,7/5/2023 14:32,CUST-663237,2,7c896353dc52,Sports,6.612,47.93,316.91,FALSE
TXN-0000624,7/5/2023 17:33,CUST-449801,3,b1fcab523700,Beauty,1.102,729.9,804.35,FALSE
TXN-0003996,7/5/2023 20:24,CUST-640473,6,83f80155e787,Grocery,1.102,209.9,231.31,FALSE
TXN-0004903,7/6/2023 9:51,CUST-514076,5,e3194de77bed,Beauty,2.205,1789.68,3946.24,FALSE
TXN-0004604,7/6/2023 10:05,CUST-181507,5,de733eaf655c,Clothing,61.738,119.38,7370.28,FALSE
TXN-0000191,7/6/2023 11:37,CUST-411510,9,60d599c30828,Home,2.205,89.9,198.23,FALSE
TXN-0001717,7/6/2023 11:48,CUST-241987,8,4dda944dca92,Sports,0.602,719.91,433.39,FALSE
TXN-0002136,7/6/2023 12:36,CUST-375229,4,597bf5eb8f09,Grocery,13.23,466.72,6174.71,FALSE
TXN-0000491,7/6/2023 14:18,CUST-444597,8,b382bdd25415,Electronics,1.102,89.9,99.07,FALSE
TXN-0001309,7/6/2023 14:25,CUST-394064,8,1040d3459a78,Sports,1.102,85.49,94.21,FALSE
TXN-0002092,7/6/2023 16:23,CUST-231140,9,3ace8ce00a5b,Home,1.102,249.9,275.39,FALSE
TXN-0003514,7/6/2023 19:03,CUST-218852,4,d6c3d606b575,Clothing,0.229,448.99,102.82,FALSE
TXN-0002851,7/7/2023 9:24,CUST-924587,1,f90dc8fba853,Grocery,2.206,19.9,43.9,FALSE
TXN-0003318,7/7/2023 9:25,CUST-831987,3,1bb076b0faf4,Sports,1.103,799.9,882.29,FALSE
TXN-0000748,7/7/2023 10:37,CUST-672939,2,e61522240b9b,Home,1.103,188.9,208.36,FALSE
TXN-0003858,7/7/2023 12:25,CUST-720165,9,11ce51435b1e,Electronics,1.103,383,422.45,FALSE
TXN-0002321,7/7/2023 12:58,CUST-668675,5,0cc9e31ff2d9,Clothing,8.604,239.9,2064.1,FALSE
TXN-0003570,7/7/2023 14:18,CUST-954192,10,6607906aa9aa,Beauty,1.103,89.9,99.16,FALSE
TXN-0000291,7/7/2023 15:40,CUST-923795,5,8a544301b0b5,Beauty,11.03,1212.5,13373.88,FALSE
TXN-0001085,7/7/2023 18:44,CUST-998573,2,fababf301cde,Beauty,19.854,39.9,792.17,FALSE
TXN-0004347,7/7/2023 20:20,CUST-758124,1,9518f1c4c1db,Sports,1.103,54.9,60.55,FALSE
TXN-0000350,7/7/2023 20:37,CUST-643147,3,3b96651edec6,Electronics,2.206,69,152.21,FALSE
TXN-0000879,7/8/2023 7:01,CUST-193941,7,42078afc7b09,Grocery,8.828,28.86,254.78,FALSE
TXN-0001411,7/8/2023 8:18,CUST-997382,9,140601f6e20d,Grocery,3.311,148.18,490.62,FALSE
TXN-0004713,7/8/2023 10:45,CUST-969767,6,17004ddc7507,Electronics,20.968,79.54,1667.79,FALSE
TXN-0001308,7/8/2023 10:59,CUST-536021,7,f90dc8fba853,Sports,2.207,19.9,43.92,FALSE
TXN-0001479,7/8/2023 12:08,CUST-718537,10,45d4a4048081,Sports,7.725,57.01,440.4,FALSE
TXN-0003442,7/8/2023 12:16,CUST-508503,4,f769928be355,Sports,1.104,74,81.7,FALSE
TXN-0002831,7/8/2023 12:18,CUST-915628,2,060534551cba,Beauty,62.903,33.9,2132.41,FALSE
TXN-0002680,7/8/2023 13:41,CUST-404817,1,1b66559875e1,Clothing,4.414,147.71,651.99,FALSE
TXN-0003816,7/8/2023 14:10,CUST-499068,9,d073f845f67e,Electronics,6.621,18.9,125.14,FALSE
TXN-0002545,7/8/2023 15:41,CUST-359135,8,7df326b32b8c,Sports,13.16,346.05,4554.02,FALSE
TXN-0003162,7/8/2023 16:18,CUST-129002,1,0b055e274bf5,Grocery,1.104,109.9,121.33,FALSE
TXN-0001018,7/8/2023 16:22,CUST-204931,7,cead7736aa20,Electronics,2.207,309.9,683.95,FALSE
TXN-0002623,7/8/2023 16:28,CUST-122999,8,14bc1a141e95,Clothing,26.485,39.57,1048.01,FALSE
TXN-0002925,7/8/2023 17:54,CUST-154883,1,f4eda90fa45c,Clothing,12.139,299.9,3640.49,FALSE
TXN-0004379,7/8/2023 18:44,CUST-524906,6,eb420ee17a98,Beauty,0.647,699.9,452.84,FALSE
TXN-0002719,7/8/2023 22:40,CUST-463840,3,0b055e274bf5,Electronics,1.104,109.9,121.33,FALSE
TXN-0003872,7/9/2023 0:47,CUST-163848,3,48b316185429,Sports,2.208,37.9,83.68,FALSE
TXN-0000663,7/9/2023 4:07,CUST-164310,7,4efa0dd67782,Clothing,1.104,74,81.7,FALSE
TXN-0004593,7/9/2023 8:06,CUST-723008,10,a26ae9808219,Beauty,0.81,2190.44,1774.26,FALSE
TXN-0003379,7/9/2023 8:21,CUST-203122,6,96d233e99b62,Grocery,3.257,589.9,1921.3,FALSE
TXN-0002257,7/9/2023 8:30,CUST-720588,7,d1dceb12d604,Home,2.208,44.9,99.14,FALSE
TXN-0000881,7/9/2023 9:46,CUST-613455,4,79fdc441b59f,Beauty,90.537,128.9,11670.22,FALSE
TXN-0001068,7/9/2023 9:49,CUST-161438,9,a66fdf2c0ae7,Grocery,3.312,49.6,164.28,FALSE
TXN-0000703,7/9/2023 10:35,CUST-449341,8,f97e09465bd9,Clothing,2.29,449,1028.21,FALSE
TXN-0004135,7/9/2023 11:09,CUST-390097,7,13d4259b0f09,Electronics,4.329,289.9,1254.98,FALSE
TXN-0004032,7/9/2023 11:42,CUST-901412,9,668df13645a2,Beauty,2.208,149.9,330.98,FALSE
TXN-0002989,7/9/2023 12:42,CUST-125978,3,d1d9be55a3ab,Home,3.312,48.23,159.74,FALSE
TXN-0001262,7/9/2023 14:56,CUST-465231,9,7f8115a9c4c3,Beauty,1.104,436.9,482.34,FALSE
TXN-0004638,7/9/2023 15:22,CUST-808914,8,dfa7fba71f1c,Clothing,3.312,239,791.57,FALSE
TXN-0002658,7/9/2023 15:35,CUST-365054,4,2fc15af5522a,Grocery,2.208,88,194.3,FALSE
TXN-0002419,7/9/2023 16:05,CUST-705462,6,941758c12832,Clothing,1.104,1500,1656,FALSE
TXN-0003831,7/9/2023 16:29,CUST-991330,6,9be8d5cfea6b,Sports,1.104,49.9,55.09,FALSE
TXN-0001888,7/9/2023 18:17,CUST-591920,10,ce8420642cc1,Beauty,1.104,209,230.74,FALSE
TXN-0003350,7/9/2023 19:42,CUST-222908,3,a66fdf2c0ae7,Clothing,3.312,49.6,164.28,FALSE
TXN-0004352,7/9/2023 20:59,CUST-962103,5,1e6abf2ee5cb,Sports,3.312,119.9,397.11,FALSE
TXN-0002661,7/9/2023 21:32,CUST-546608,4,ef610fd0608b,Beauty,2.208,99.9,220.58,FALSE
TXN-0002483,7/9/2023 22:18,CUST-822607,8,b32677852f43,Grocery,2.208,69.9,154.34,FALSE
TXN-0000468,7/10/2023 7:41,CUST-728295,4,63243c997ef1,Beauty,3.314,329.9,1093.29,FALSE
TXN-0004698,7/10/2023 8:12,CUST-120547,9,7d94abeab65c,Electronics,8.837,32.57,287.82,FALSE
TXN-0000718,7/10/2023 8:28,CUST-935806,7,cb00e7ea3438,Grocery,24.302,52.49,1275.61,FALSE
TXN-0001512,7/10/2023 9:21,CUST-513449,3,4849cb059ba3,Electronics,9.942,432.98,4304.69,FALSE
TXN-0002675,7/10/2023 11:22,CUST-987200,3,8a544301b0b5,Sports,11.047,1212.5,13394.49,FALSE
TXN-0004409,7/10/2023 11:51,CUST-469249,8,43c579ce2ecd,Grocery,2.209,169.9,375.31,FALSE
TXN-0004167,7/10/2023 13:37,CUST-615036,4,90e4c35e6830,Sports,4.419,25.9,114.45,FALSE
TXN-0001952,7/10/2023 13:59,CUST-818919,5,c906a413a038,Clothing,5.523,25.01,138.13,FALSE
TXN-0003450,7/10/2023 15:16,CUST-696157,2,cffc105d4b68,Electronics,1.105,272.9,301.55,FALSE
TXN-0004885,7/10/2023 15:23,CUST-784823,9,3378eb23b704,Grocery,1.105,119.9,132.49,FALSE
TXN-0004367,7/10/2023 15:56,CUST-426800,9,9d0c9dafc7bb,Sports,4.419,99,437.48,FALSE
TXN-0001280,7/10/2023 16:00,CUST-932852,1,cc7277e38ef8,Clothing,3.314,24.9,82.52,FALSE
TXN-0000647,7/10/2023 16:00,CUST-398430,1,56e8140a6950,Electronics,9.942,236.21,2348.4,FALSE
TXN-0003302,7/10/2023 16:02,CUST-889941,8,3640edd47240,Grocery,33.14,139.12,4610.44,FALSE
TXN-0004639,7/10/2023 16:05,CUST-952662,5,3841203cd0d9,Sports,3.314,249,825.19,FALSE
TXN-0003945,7/10/2023 17:45,CUST-833693,7,c11271bff177,Grocery,1.105,109.9,121.44,FALSE
TXN-0003693,7/10/2023 22:56,CUST-109067,3,6402808de4c8,Home,3.314,229.9,761.89,FALSE
TXN-0004669,7/11/2023 11:07,CUST-392257,9,e888a8d8a43c,Grocery,0.309,560.89,173.32,FALSE
TXN-0002998,7/11/2023 12:57,CUST-365700,7,66a9f49d9a60,Home,2.21,69.9,154.48,FALSE
TXN-0001914,7/11/2023 13:07,CUST-658528,6,865a5f2dbf2e,Clothing,154.729,59.08,9141.39,FALSE
TXN-0001784,7/11/2023 13:15,CUST-532948,1,ae185bd45573,Beauty,1.105,89.9,99.34,FALSE
TXN-0004017,7/11/2023 13:26,CUST-613743,5,836bf8db7254,Home,4.421,125.9,556.6,FALSE
TXN-0004910,7/11/2023 13:49,CUST-358328,3,54b699c0b970,Clothing,1.105,106.9,118.12,FALSE
TXN-0001979,7/11/2023 14:31,CUST-206229,6,779a6c476c59,Electronics,3.316,24.65,81.74,FALSE
TXN-0000173,7/11/2023 14:40,CUST-793244,7,ddc8c6ba124b,Home,13.262,43.9,582.2,FALSE
TXN-0000264,7/11/2023 15:11,CUST-110239,4,65a99c721e97,Beauty,4.421,149.9,662.71,FALSE
TXN-0001331,7/11/2023 17:52,CUST-621498,3,df11e03d7173,Beauty,0.105,532.42,55.9,FALSE
TXN-0002590,7/11/2023 19:34,CUST-968108,5,bca013a15ca2,Beauty,8.842,359.9,3182.24,FALSE
TXN-0000176,7/12/2023 8:27,CUST-595732,3,83378a543692,Grocery,0.714,662.93,473.33,FALSE
TXN-0004243,7/12/2023 8:44,CUST-160376,1,f20ab5dd218b,Clothing,1.296,179.9,233.15,FALSE
TXN-0001795,7/12/2023 9:09,CUST-160444,6,9b561ac30434,Sports,6.635,42.4,281.32,FALSE
TXN-0001508,7/12/2023 11:34,CUST-539699,7,7c4fd59917e9,Grocery,12.163,548.92,6676.51,FALSE
TXN-0001898,7/12/2023 11:47,CUST-867860,10,b6120a5f4e28,Clothing,1.106,2190,2422.14,FALSE
TXN-0003235,7/12/2023 11:56,CUST-402996,9,f898a9437993,Beauty,2.212,54.9,121.44,FALSE
TXN-0002830,7/12/2023 13:13,CUST-963299,9,d40bb60d50f9,Electronics,2.212,145.98,322.91,FALSE
TXN-0002602,7/12/2023 13:33,CUST-500517,5,6a79b34e5dd5,Clothing,6.635,188.94,1253.62,FALSE
TXN-0004520,7/12/2023 14:28,CUST-247746,10,627283d65e00,Beauty,6.685,429,2867.86,FALSE
TXN-0003587,7/12/2023 15:32,CUST-124439,6,68ab8225eec0,Grocery,3.794,469.9,1782.8,FALSE
TXN-0001850,7/12/2023 16:23,CUST-761326,2,fd2bf120ecea,Electronics,1.106,49.9,55.19,FALSE
TXN-0003800,7/12/2023 16:46,CUST-956505,1,c9b719e13071,Electronics,1.106,349.9,386.99,FALSE
TXN-0003252,7/12/2023 16:52,CUST-493642,1,dd19733625ab,Grocery,2.212,49.9,110.38,TRUE
TXN-0000204,7/12/2023 17:08,CUST-801394,6,7a69c5ddb6ed,Sports,17.692,54.83,970.05,FALSE
TXN-0003731,7/12/2023 17:10,CUST-770671,9,524f33127e7a,Electronics,1.106,33.9,37.49,FALSE
TXN-0004963,7/12/2023 17:12,CUST-447833,3,3653d6a28f0c,Beauty,7.74,12.88,99.69,FALSE
TXN-0004177,7/12/2023 18:03,CUST-860814,3,9255e8ec0f15,Home,1.106,49.9,55.19,FALSE
TXN-0001878,7/12/2023 19:08,CUST-602126,2,a1666fae25ee,Grocery,1.106,121.67,134.57,FALSE
TXN-0001887,7/12/2023 20:37,CUST-541698,8,fc974a842afd,Clothing,2.212,29.9,66.14,FALSE
TXN-0001006,7/12/2023 23:55,CUST-533018,8,b709d9e48c87,Home,1.106,72.9,80.63,FALSE
TXN-0001877,7/13/2023 7:07,CUST-141179,6,a29a0901af38,Home,11.063,74.76,827.07,FALSE
TXN-0000914,7/13/2023 9:31,CUST-549805,2,f1c124cf6cca,Sports,30.976,49.8,1542.6,FALSE
TXN-0004392,7/13/2023 10:55,CUST-542781,10,b23babdc647e,Home,2.213,257.41,569.65,FALSE
TXN-0002732,7/13/2023 11:02,CUST-364543,4,c223c3aafa06,Home,1.106,134.9,149.2,FALSE
TXN-0000148,7/13/2023 12:16,CUST-937791,1,38bf313fecfe,Clothing,2.12,399.9,847.79,FALSE
TXN-0002726,7/13/2023 13:03,CUST-634824,6,0d386fb42d32,Clothing,3.319,319,1058.76,FALSE
TXN-0004212,7/13/2023 13:09,CUST-529296,3,0682f673abf8,Electronics,0.215,1699.9,365.48,FALSE
TXN-0000352,7/13/2023 13:22,CUST-360223,10,3.89E+11,Home,6.638,179,1188.2,FALSE
TXN-0001348,7/13/2023 13:52,CUST-989186,7,bc4e18198585,Home,4.425,79.9,353.56,FALSE
TXN-0004938,7/13/2023 14:00,CUST-685886,1,759ffe3cb22c,Beauty,6.638,76.9,510.46,FALSE
TXN-0003497,7/13/2023 14:28,CUST-452932,6,b1fcab523700,Home,1.106,729.9,807.27,FALSE
TXN-0003580,7/13/2023 14:53,CUST-870551,1,2551cbe4475a,Electronics,5.532,11.72,64.84,FALSE
TXN-0001001,7/13/2023 14:59,CUST-690720,3,53036765a440,Home,1.106,50.48,55.83,FALSE
TXN-0000211,7/13/2023 15:36,CUST-774278,6,3296dac77492,Electronics,1.18,1289.89,1522.07,FALSE
TXN-0002218,7/13/2023 16:09,CUST-356237,10,39e0a6e2a225,Beauty,3.342,249.9,835.17,FALSE
TXN-0000127,7/13/2023 16:35,CUST-759434,2,ad19922d8e8f,Grocery,1.106,199.9,221.09,FALSE
TXN-0002355,7/13/2023 16:47,CUST-246058,2,2380a7f6039e,Sports,4.425,99.88,441.97,FALSE
TXN-0002221,7/14/2023 7:57,CUST-695749,7,322fc57646f0,Grocery,0.483,279.91,135.2,FALSE
TXN-0003300,7/14/2023 11:34,CUST-343377,5,0167fc0b7d9f,Electronics,1.107,449.6,497.71,FALSE
TXN-0004729,7/14/2023 11:59,CUST-830346,10,6662ef8ec5cd,Beauty,2.214,73.9,163.61,FALSE
TXN-0004617,7/14/2023 14:09,CUST-275233,5,5ec53682f46d,Beauty,1.399,379,530.22,FALSE
TXN-0004448,7/14/2023 15:44,CUST-366477,7,3661956319d2,Sports,2.214,159.9,354.02,FALSE
TXN-0002678,7/14/2023 15:44,CUST-405585,4,d10f92211b7a,Electronics,2.214,99.9,221.18,FALSE
TXN-0002740,7/14/2023 15:55,CUST-463812,7,79c8034b06f9,Home,4.427,160,708.32,FALSE
TXN-0004643,7/14/2023 15:59,CUST-202866,2,f42ab260c307,Clothing,19.167,293.89,5632.99,FALSE
TXN-0000579,7/14/2023 16:00,CUST-583301,5,8a52d2bfcbc1,Home,9.962,99.77,993.91,FALSE
TXN-0003067,7/14/2023 16:13,CUST-593206,2,51672a773b04,Beauty,3.321,78,259.04,FALSE
TXN-0004783,7/14/2023 16:34,CUST-430792,10,fababf301cde,Grocery,19.923,39.9,794.93,FALSE
TXN-0001455,7/14/2023 18:11,CUST-156855,4,ad6427ee5b69,Beauty,3.321,124.6,413.8,FALSE
TXN-0001903,7/14/2023 18:40,CUST-553389,3,aebbc8b8bad3,Sports,1.107,164,181.55,FALSE
TXN-0001616,7/14/2023 19:09,CUST-578850,1,ce46e5dbd6c0,Electronics,14.389,69.9,1005.79,FALSE
TXN-0001727,7/14/2023 20:23,CUST-171966,2,b3b0fbcbfe49,Electronics,4.427,73.9,327.16,FALSE
TXN-0004485,7/14/2023 22:12,CUST-987452,5,796728c0d88a,Clothing,1.107,352,389.66,FALSE
TXN-0000050,7/15/2023 7:25,CUST-399629,8,ec7136665fbf,Clothing,2.215,149.45,331.03,FALSE
TXN-0003687,7/15/2023 7:27,CUST-108286,1,6a2252385c59,Grocery,2.215,34.9,77.3,FALSE
TXN-0004917,7/15/2023 9:28,CUST-866291,7,92b3265a790c,Electronics,8.859,14.9,132,FALSE
TXN-0000521,7/15/2023 9:39,CUST-419349,10,b6077dbbb65f,Home,5.537,100.03,553.87,FALSE
